timestamp,block_number,issued_tao,staked_tao,circulating_tao,staked_percentage,circulating_percentage,total_market_cap_usd,staked_market_cap_usd,circulating_market_cap_usd,tao_price_usd,accounts,balance_holders,staked_pct_7d,staked_pct_30d
2023-03-20 23:59:48.002000+00:00,1554,4182025.453169357,3221359.935157024,960665.5180123332,77.02870226951177,22.971297730488242,1343392036.3215926,1034797451.9704908,308594584.3511018,321.23,20255,18625,,
2023-03-21 23:59:48.001000+00:00,8754,4189225.146979754,3416372.52769861,772852.6192811439,81.55141840876381,18.448581591236184,1345704793.9643064,1097441347.0726244,248263446.89168185,321.23,22626,14299,,
2023-03-22 23:59:48.002000+00:00,15954,4196399.052642674,3467937.293929081,728461.7587135932,82.64078917244903,17.359210827550967,1348009267.6804063,1114005496.9288387,234003770.75156757,321.23,22968,13734,,
2023-03-23 23:59:48.002000+00:00,23154,4203499.049872113,3500268.637609884,703230.4122622292,83.27035634078176,16.729643659218247,1350289999.790419,1124391294.459423,225898705.33099592,321.23,23171,13787,82.18915674592313,
2023-03-24 23:59:48+00:00,30354,4210460.103861773,3516029.103660875,694431.0002008984,83.50700438738332,16.49299561261669,1352526099.1635175,1129454028.968983,223072070.1945346,321.23,23399,13822,83.13773489830292,
2023-03-25 23:59:48.003000+00:00,37554,4217496.310576745,3523417.463805383,694078.8467713622,83.54287009023024,16.457129909769776,1354786339.8465679,1131827391.8982034,222958947.9483647,321.23,23552,13856,83.44411015797014,
2023-03-26 23:59:48.003000+00:00,44754,4224505.257296615,3539415.404272223,685089.8530243924,83.78295655234191,16.217043447658092,1357037823.8013918,1136966410.3143663,220071413.4870256,321.23,23732,13901,83.62927847467581,
2023-03-27 23:59:48+00:00,51954,4231429.152441142,3540383.850893619,691045.3015475231,83.6687493361704,16.331250663829596,1359261986.638668,1137277504.4225574,221984482.21611086,321.23,23824,13936,83.98593252387718,
2023-03-28 23:59:48+00:00,59154,4238343.777821353,3547326.125137127,691017.6526842257,83.69604522643438,16.303954773565614,1361483171.7495532,1139507571.1777995,221975600.57175383,321.23,23963,13984,84.32435844544759,
2023-03-29 23:59:48.001000+00:00,66354,4245173.594157935,3563269.975351284,681903.6188066513,83.93696738938866,16.06303261061136,1363677113.6513536,1144629214.182093,219047899.46926063,321.23,24092,14026,84.66701627713307,
2023-03-30 23:59:48.001000+00:00,73554,4251981.986230873,3646794.612956734,605187.3732741387,85.76693468519133,14.23306531480866,1365864173.4369433,1171459833.5200918,194404339.91685158,321.23,24237,14079,84.99317110597757,
2023-03-31 23:59:48+00:00,80754,4258811.496831977,3657296.357902563,601515.1389294136,85.87598583837612,14.124014161623863,1368058017.127336,1174833309.0490403,193224708.07829556,321.23,24370,14124,85.36506162436736,
2023-04-01 23:59:48+00:00,87954,4265809.582386639,3666099.672041734,599709.9103449048,85.94147491202881,14.05852508797119,1370306012.1500602,1177661197.6499662,192644814.50009376,321.23,24549,14196,85.73835081093974,
2023-04-02 23:59:48.002000+00:00,95154,4272749.69934274,3677386.480472558,595363.2188701816,86.06604035425327,13.933959645746718,1372535385.9198685,1181286859.1222,191248526.79766846,321.23,24714,14240,86.08918383851599,
2023-04-03 23:59:48.002000+00:00,102354,4279613.585497403,3692107.503443819,587506.0820535836,86.27198296489891,13.72801703510108,1374740272.0693307,1186015693.331258,188724578.73807266,321.23,24834,14276,86.18050867035468,
2023-04-04 23:59:48.002000+00:00,109554,4286522.894945988,3699658.025922933,586864.8690230553,86.30906953244094,13.690930467559067,1376959749.5435,1188441147.667224,188518601.87627608,321.23,24928,14295,86.27766064860604,85.26672705816867
2023-04-05 23:59:48.003000+00:00,116754,4293454.979646397,3709235.912792903,584219.0668534939,86.39279858242256,13.607201417577445,1379186543.111812,1191517852.2664642,187668690.84534785,321.23,25064,14333,86.39220285803545,85.57885498097157
2023-04-06 23:59:48.002000+00:00,123954,4300369.714329456,3715786.421981066,584583.29234839,86.40620850806215,13.593791491937859,1381407763.3340511,1193622072.332978,187785691.00107333,321.23,25146,14352,86.4659736233352,85.75057861362525
2023-04-07 23:59:48.004000+00:00,131154,4307381.613611385,3728299.369648941,579082.2439624444,86.55604968613562,13.443950313864377,1383660195.7403853,1197641606.5123293,186018589.228056,321.23,25237,14380,86.51239862718059,85.888856502962
2023-04-08 23:59:48+00:00,138354,4314395.821589824,3742448.03270029,571947.7888895338,86.74327037803464,13.256729621965357,1385913369.7692993,1202186581.5443141,183726788.22498497,321.23,25340,14404,86.60388853827547,86.00725472660187
2023-04-09 23:59:48.001000+00:00,145554,4321419.891671178,3741590.599523754,579829.2921474241,86.58243571135151,13.417564288648487,1388169711.8015325,1201911148.2850156,186258563.51651704,321.23,25426,14429,86.70762657660609,86.10857641068749
2023-04-10 23:59:48.002000+00:00,152754,4328415.049645954,3748275.762253378,580139.2873925758,86.59695799181668,13.403042008183313,1390416766.39777,1204058623.1086526,186358143.28911713,321.23,25554,14457,86.78191493749375,86.2172399175481
2023-04-11 23:59:48.001000+00:00,159954,4335394.590360538,3769603.872094296,565790.7182662422,86.9494989101052,13.0505010898948,1392658804.2615156,1210909851.8328507,181748952.42866498,321.23,25705,14509,86.86344671186569,86.31573457395453
2023-04-12 23:59:48.001000+00:00,167154,4342407.651741862,3783060.595796698,559347.0559451645,87.1189648507368,12.881035149263212,1394911609.9690385,1215232555.1877732,179679054.7812652,321.23,25854,14546,86.9231492073313,86.41970376511152
